from_id,from_login,from_name,to_id,to_login,to_name,followed_at,closure,follow_total,triad_set,k-connected,total-connected
26792446,canaryumbrella,CanaryUmbrella,24687283,jorbs,jorbs,2021-02-08T06:23:24Z,0,1,[],[],0
137236749,lolcryomaniac,lolcryomaniac,24687283,jorbs,jorbs,2021-02-08T06:11:46Z,1,29,['emilyywang'],['LCS'],1
152073126,roku40573,roku40573,24687283,jorbs,jorbs,2021-02-08T06:08:31Z,1,17,['AsmodaiTV'],"['CeeCee_Lia', 'AsmodaiTV']",2
47297457,mcspacky,Mcspacky,24687283,jorbs,jorbs,2021-02-08T05:50:22Z,1,133,"['PleaseWelcome', 'CalebDMTG', 'Quin69']","['Quin69', 'CalebDMTG', 'NASA', 'nl_Kripp', 'Magic', 'LCK', 'Warhammer', 'Riot Games']",8
502875626,bardokutv,BardokuTV,24687283,jorbs,jorbs,2021-02-08T05:43:01Z,0,39,[],[],0
74854651,jaunty411,Jaunty411,24687283,jorbs,jorbs,2021-02-08T05:31:49Z,1,202,"['Astrogation7', 'itsHafu', 'Blaustoise', 'emilyywang', 'Scott_Seiver']","['Aphromoo', 'keanelol', 'LCK', 'superjj102', 'Becca', 'runitoncepoker', 'Scarra', 'chess24', 'sjokz', 'LEC', 'DeliciousMilkGG', 'Magic', 'LCS', 'LexVeldhuis', 'Scott_Seiver', 'philgalfond', 'AOC', 'Riot Games', 'itsHafu', 'Chess']",20
157069049,lowkeyhuy,lowkeyhuy,24687283,jorbs,jorbs,2021-02-08T05:24:04Z,1,77,"['Kayuun', 'itsHafu', 'Naturesbf']","['itsHafu', 'Naturesbf', 'keanelol', 'pokimane', 'Becca', 'Scarra']",6
176138624,automationfor,automationfor,24687283,jorbs,jorbs,2021-02-08T05:21:04Z,1,174,"['Nomakk', 'SLEEPCYCLES', 'Arumba07', 'Lethalfrag', 'cl0wnt0wn', 'Disnof', 'KrillinTheKilla', 'PekinWoof', 'AsmodaiTV', 'Sinvicta', 'itsHafu']","['itsHafu', 'SLEEPCYCLES', 'sjokz', 'LEC', 'Disnof', 'Lethalfrag', 'Arumba07', 'Aphromoo', 'AsmodaiTV', 'AOC', 'LCK', 'Scarra', 'chocoTaco', 'Pobelter', 'JayMewes', 'Riot Games', 'LCS', 'desertbus']",18
93876149,dblbug,dblbug,24687283,jorbs,jorbs,2021-02-08T05:16:14Z,0,30,[],['RaizQT'],1
169838151,hardhittaah,HardHittaaH,24687283,jorbs,jorbs,2021-02-08T05:13:55Z,1,464,"['AIRWISBTS', 'Naturesbf', 'emilyywang']","['Naturesbf', 'Trainwreckstv', 'pokimane', 'Becca', 'AustinShow', 'LexVeldhuis']",6
86359107,somnochrome,somnochrome,24687283,jorbs,jorbs,2021-02-08T05:02:11Z,1,77,"['DumbDog', 'dogdog', 'itsHafu']","['itsHafu', 'dogdog', 'Aphromoo', 'Doublelift', 'AOC', 'Limmy', 'DumbDog', 'GMHikaru', 'superjj102', 'Riot Games', 'LCS', 'Scarra']",12
48457849,tozmab,Tozmab,24687283,jorbs,jorbs,2021-02-08T05:02:05Z,1,71,"['Savjz', 'Anti_Flame', 'Celerity', 'AsmodaiTV', 'itsHafu', 'dogdog', 'Lethalfrag']","['itsHafu', 'dogdog', 'LEC', 'Lethalfrag', 'AsmodaiTV', 'Celerity', 'Amaz', 'pokimane', 'Riot Games', 'LCS']",10
550410595,shanehelp,shanehelp,24687283,jorbs,jorbs,2021-02-08T04:55:53Z,0,52,[],['pokimane'],1
108992280,repressedzebra1,RepressedZebra1,24687283,jorbs,jorbs,2021-02-08T04:40:01Z,1,151,"['AsmodaiTV', 'BannHammR']","['AsmodaiTV', 'Amaz', 'Dyrus', 'Riot Games', 'LCS', 'AustinShow', 'Scarra']",7
174072569,arcanocrystal,Arcanocrystal,24687283,jorbs,jorbs,2021-02-08T04:31:53Z,1,211,"['AdmiralBahroo', 'Quin69', 'dogdog', 'itsHafu', 'AnnieFuchsia']","['Quin69', 'itsHafu', 'dogdog', 'nl_Kripp', 'AdmiralBahroo', 'AnnieFuchsia', 'twlevewinsHS', 'NASA']",8
72941507,ozal1ce,ozal1ce,24687283,jorbs,jorbs,2021-02-08T04:26:06Z,1,29,['Fafrd'],"['Doublelift', 'imaqtpie', 'Pobelter', 'GMHikaru', 'Riot Games', 'LCS']",6
444146334,idgafomfglmfao,idgafomfglmfao,24687283,jorbs,jorbs,2021-02-08T04:22:46Z,1,101,"['Quin69', 'DonTheCrown']","['Quin69', 'Trainwreckstv', 'imaqtpie', 'RaizQT']",4
143069779,wanito,Wanito,24687283,jorbs,jorbs,2021-02-08T04:05:55Z,1,126,['Fareeha'],"['Chess', 'AOC']",2
172570591,mrkardos,mrkardos,24687283,jorbs,jorbs,2021-02-08T03:48:12Z,1,23,"['Alliestrasza', 'Savjz']",['Alliestrasza'],1
164888112,slicedown,Slicedown,24687283,jorbs,jorbs,2021-02-08T03:44:24Z,0,83,[],"['DeliciousMilkGG', 'pokimane', 'Riot Games', 'Becca', 'Scarra']",5
29137526,drayfas,Drayfas,24687283,jorbs,jorbs,2021-02-08T03:43:55Z,1,149,"['DarkTwinge', 'sips_', 'dogdog', 'Shadybunny', 'AsmodaiTV', 'pheylop', 'itsHafu', 'bmkibler', 'dreads', 'WobbleWeezy', 'Merl61']","['WobbleWeezy', 'itsHafu', 'dogdog', 'nl_Kripp', 'AsmodaiTV', 'Amaz', 'DarkTwinge', 'Shadybunny', 'superjj102', 'bmkibler', 'sips_']",11
484530543,0yoi,0yoi,24687283,jorbs,jorbs,2021-02-08T03:27:13Z,1,7,['jrm1ah'],[],0
102181206,stonzytv,Stonzytv,24687283,jorbs,jorbs,2021-02-08T03:24:20Z,1,184,"['Kronovi', 'dakotaz', 'Quin69', 'dogdog']","['Quin69', 'Svennoss', 'dogdog', 'LEC', 'ESL_PUBG', 'PUBG', 'dakotaz', 'LCK', 'Dyrus', 'Riot Games', 'LCS']",11
74982944,elsuperprofe,ElSuperProfe,24687283,jorbs,jorbs,2021-02-08T03:19:08Z,1,91,"['DansGaming', 'Draskyl', 'Lethalfrag', 'DiaTech']","['Draskyl', 'Lethalfrag']",2
63611763,pingsofthepeople,pingsofthepeople,24687283,jorbs,jorbs,2021-02-08T03:14:17Z,1,77,"['itsHafu', '5uppp', 'Baalorlord']","['itsHafu', 'Aphromoo', 'Doublelift', 'AOC', 'LCK', 'MonteCristo', 'Baalorlord', 'imaqtpie', 'OGNEsports', '5uppp', 'Riot Games', 'LCS']",12
647505347,aapw_97,aapw_97,24687283,jorbs,jorbs,2021-02-08T03:13:13Z,0,2,[],[],0
30174909,mrquackerslol,MrQuackerslol,24687283,jorbs,jorbs,2021-02-08T03:02:28Z,1,167,"['TidesofTime', 'itsHafu', 'bmkibler', 'pocketstream', 'dakotaz', 'dogdog', 'edisonparklive', 'Quin69', '5uppp']","['keanelol', '5uppp', 'Becca', 'Scarra', 'Quin69', 'dogdog', 'Doublelift', 'Dyrus', 'imaqtpie', 'Pobelter', 'pokimane', 'edisonparklive', 'LCS', 'LexVeldhuis', 'dakotaz', 'OGNEsports', 'Riot Games', 'bmkibler', 'AustinShow', 'itsHafu', 'GMHikaru', 'TidesofTime']",22
26138883,subsubl1me,subSubl1me,24687283,jorbs,jorbs,2021-02-08T02:59:25Z,1,424,"['Temp0', 'LuminousInverse', 'iNcontroLTV', 'Kronovi', 'itsHafu', 'dogdog']","['itsHafu', 'dogdog', 'AOC', 'Chess', 'GMHikaru', 'iNcontroLTV', 'TastelessTV', 'Becca', 'chessbrah']",9
187923454,vzmuric,vzmuric,24687283,jorbs,jorbs,2021-02-08T02:50:59Z,1,35,['ster'],['itsHafu'],1
175381830,lexicondevil_,lexicondevil_,24687283,jorbs,jorbs,2021-02-08T02:07:07Z,1,25,['Nodeps'],"['chocoTaco', 'keanelol']",2
50766845,hikier,hikier,24687283,jorbs,jorbs,2021-02-08T02:00:06Z,1,43,"['AdmiralBahroo', 'Savjz', 'DansGaming', 'bmkibler', 'TidesofTime', 'AsmodaiTV', 'Aluco', 'Lethalfrag', '5uppp', 'dakotaz']","['Lethalfrag', 'AsmodaiTV', 'AdmiralBahroo', 'Amaz', 'dakotaz', '5uppp', 'TidesofTime', 'bmkibler']",8
584485945,timberdemonn,TimberdemoNN,24687283,jorbs,jorbs,2021-02-08T01:59:35Z,0,23,[],['Doublelift'],1
82188670,hellsbane80,Hellsbane80,24687283,jorbs,jorbs,2021-02-08T01:55:09Z,1,86,"['dogdog', 'itsHafu', 'Baalorlord', 'TerrenceMHS']","['itsHafu', 'dogdog', 'LEC', 'keanelol', 'Doublelift', 'LCK', 'Dyrus', 'Fandom', 'Baalorlord', 'superjj102', 'Riot Games', 'LCS', 'Scarra']",13
21939594,duckdrive86,DuckDrive86,24687283,jorbs,jorbs,2021-02-08T01:53:52Z,1,93,['Lethalfrag'],['Lethalfrag'],1
23009665,dervishnihil,DervishNihil,24687283,jorbs,jorbs,2021-02-08T01:53:26Z,0,11,[],['nl_Kripp'],1
29816612,keldryn,Keldryn,24687283,jorbs,jorbs,2021-02-08T01:33:15Z,1,239,"['GabySpartz', 'bmkibler']","['keanelol', 'Magic', 'LCK', 'Dyrus', 'GabySpartz', 'Riot Games', 'bmkibler']",7
407696129,recursor42,recursor42,24687283,jorbs,jorbs,2021-02-08T01:20:37Z,0,7,[],['BeagsAndJam'],1
55694195,matenoia,matenoia,24687283,jorbs,jorbs,2021-02-08T01:05:37Z,1,70,"['BoarControlHS', 'dogdog', 'dreads']","['dogdog', 'Amaz', 'LCS', 'BoarControlHS', 'pokimane', 'Riot Games', 'Becca']",7
59915829,billricardi,billricardi,24687283,jorbs,jorbs,2021-02-08T00:55:51Z,1,27,"['CalebDMTG', 'StunlockFTW', 'Snow_Schwartz']","['Becca', 'CalebDMTG']",2
133824113,8diti,8DiTi,24687283,jorbs,jorbs,2021-02-08T00:42:59Z,0,37,[],"['pokimane', 'Riot Games', 'imaqtpie', 'Doublelift']",4
113876874,dexgrobar,dexgrobar,24687283,jorbs,jorbs,2021-02-08T00:41:44Z,1,77,"['Draskyl', 'AdmiralBahroo', 'Arumba07', 'KenseiTV']","['Arumba07', 'Florryworry', 'AdmiralBahroo', 'Draskyl']",4
647456467,osana_chan_,osana_chan_,24687283,jorbs,jorbs,2021-02-08T00:09:47Z,0,9,[],[],0
647454697,kovac_whichistaken,kovac_whichistaken,24687283,jorbs,jorbs,2021-02-08T00:04:53Z,0,11,[],[],0
644666077,2_japzn_sofiya,2_japzn_sofiya,24687283,jorbs,jorbs,2021-02-08T00:03:49Z,0,1,[],[],0
647454152,lxvash,lxvash,24687283,jorbs,jorbs,2021-02-08T00:00:14Z,0,18,[],[],0
97039759,kaldawins,kaldawins,24687283,jorbs,jorbs,2021-02-07T23:59:34Z,1,43,"['bmkibler', 'GabySpartz', 'nicholena', 'Alliestrasza', 'itsHafu', 'Slysssa', 'Savjz', '5uppp', 'dogdog']","['itsHafu', 'dogdog', 'nl_Kripp', 'Alliestrasza', 'Slysssa', 'GabySpartz', 'nicholena', '5uppp', 'bmkibler']",9
647452860,i_simp_for_anime_charters,i_simp_for_anime_charters,24687283,jorbs,jorbs,2021-02-07T23:56:08Z,0,4,[],[],0
647452371,puggo123456789,puggo123456789,24687283,jorbs,jorbs,2021-02-07T23:54:33Z,0,12,[],[],0
647451374,lockable_cartridge1,lockable_cartridge1,24687283,jorbs,jorbs,2021-02-07T23:51:06Z,0,12,[],[],0
647059703,brekmoven,brekmoven,24687283,jorbs,jorbs,2021-02-07T23:44:36Z,0,14,[],[],0
615483778,prohod_newton,prohod_newton,24687283,jorbs,jorbs,2021-02-07T23:40:03Z,0,11,[],[],0
647446205,benrahma,benrahma,24687283,jorbs,jorbs,2021-02-07T23:30:25Z,0,6,[],[],0
647440523,gamer414870,gamer414870,24687283,jorbs,jorbs,2021-02-07T23:11:54Z,0,11,[],[],0
611087451,salinesoiution,salinesoiution,24687283,jorbs,jorbs,2021-02-07T23:11:53Z,0,45,[],[],0
647440258,calebjensen1,calebjensen1,24687283,jorbs,jorbs,2021-02-07T23:11:22Z,0,56,[],[],0
647437515,beckybogz,beckybogz,24687283,jorbs,jorbs,2021-02-07T23:00:45Z,0,3,[],['Baalorlord'],1
647433805,chicken_nugget_5289,chicken_nugget_5289,24687283,jorbs,jorbs,2021-02-07T22:57:44Z,0,5,[],[],0
76340723,chillajustplay,ChillaJustPlay,24687283,jorbs,jorbs,2021-02-07T22:49:27Z,1,43,"['AdmiralBahroo', 'Quin69', 'dogdog', 'TidesofTime']","['Quin69', 'dogdog', 'nl_Kripp', 'AdmiralBahroo', 'Doublelift', 'TidesofTime', 'Riot Games']",7
405563575,tavirawr,TaviRawr,24687283,jorbs,jorbs,2021-02-07T22:49:06Z,1,89,"['Lethalfrag', 'Fitzyhere']","['Fitzyhere', 'Lethalfrag']",2
647431919,hamzakb01,hamzakb01,24687283,jorbs,jorbs,2021-02-07T22:45:30Z,0,101,[],[],0
647427270,random____1,random____1,24687283,jorbs,jorbs,2021-02-07T22:41:20Z,0,61,[],[],0
647429114,jimmyswindellsgmail,jimmyswindellsgmail,24687283,jorbs,jorbs,2021-02-07T22:35:10Z,0,13,[],[],0
647427177,lexiwinter1,lexiwinter1,24687283,jorbs,jorbs,2021-02-07T22:34:32Z,0,4,[],[],0
647427094,iahteyou,iahteyou,24687283,jorbs,jorbs,2021-02-07T22:33:29Z,0,2,[],[],0
647428378,matveijaryj,matveijaryj,24687283,jorbs,jorbs,2021-02-07T22:30:53Z,0,4,[],[],0
647427411,skb91id,skb91id,24687283,jorbs,jorbs,2021-02-07T22:29:07Z,0,12,[],[],0
154974830,funnytimesforfunnyguys,funnytimesforfunnyguys,24687283,jorbs,jorbs,2021-02-07T22:17:53Z,1,10,"['bmkibler', 'dogdog']","['nl_Kripp', 'dogdog', 'bmkibler']",3
592667226,kateeeeeeeee_,kateeeeeeeee_,24687283,jorbs,jorbs,2021-02-07T22:16:39Z,1,79,['5uppp'],"['5uppp', 'pokimane', 'Trainwreckstv', 'AustinShow']",4
647422977,golfy627827726,golfy627827726,24687283,jorbs,jorbs,2021-02-07T22:15:01Z,0,13,[],[],0
647421635,bomber36542,bomber36542,24687283,jorbs,jorbs,2021-02-07T22:10:45Z,0,11,[],[],0
647420818,danielle123love,danielle123love,24687283,jorbs,jorbs,2021-02-07T22:09:05Z,0,5,[],[],0
236660422,mashbawttt,mashbawttt,24687283,jorbs,jorbs,2021-02-07T22:08:42Z,1,34,"['DansGaming', 'Arumba07', 'Quin69']","['Arumba07', 'Quin69']",2
45788981,pyrosq,PyroSQ,24687283,jorbs,jorbs,2021-02-07T22:03:53Z,1,19,"['bmkibler', 'itsHafu']","['nl_Kripp', 'BeagsAndJam', 'bmkibler', 'itsHafu']",4
32932352,echo63,Echo63,24687283,jorbs,jorbs,2021-02-07T22:02:32Z,1,204,"['MegaZeroLoL', 'Lethalfrag', 'chimpakt', 'itsHafu']","['itsHafu', 'Lethalfrag', 'Aphromoo', 'nl_Kripp', 'Amaz', 'Doublelift', 'Dyrus', 'Riot Games', 'chessbrah', 'Scarra']",10
38413261,brokolama,Brokolama,24687283,jorbs,jorbs,2021-02-07T22:01:35Z,1,152,"['Lethalfrag', 'Kronovi', 'Savjz', 'Crowrevell', 'Goblin_Juggler', 'the_farb', 'Smight', 'FilthyRobot', 'Disnof', 'Indrek', 'LuckyLuckLuc2', 'Arvius', 'kevinjordan']","['chess24', 'Disnof', 'Lethalfrag', 'Arvius', 'nl_Kripp', 'Amaz', 'Yoruus', 'Chess', 'GMHikaru', 'Indrek', 'FilthyRobot', 'chessbrah']",12
504423941,idontknowuss,idontknowuss,24687283,jorbs,jorbs,2021-02-07T21:56:37Z,1,61,"['Quin69', 'AdmiralBahroo']","['Quin69', 'AdmiralBahroo', 'Trainwreckstv', 'pokimane', 'NASA']",5
647416060,awakentgyt,awakentgyt,24687283,jorbs,jorbs,2021-02-07T21:55:24Z,1,42,"['itsHafu', 'DumbDog']","['itsHafu', 'DumbDog', 'quqco']",3
591480793,xaltaxas,Xaltaxas,24687283,jorbs,jorbs,2021-02-07T21:53:14Z,0,22,[],[],0
647064281,bolachadearroz,bolachadearroz,24687283,jorbs,jorbs,2021-02-07T21:49:59Z,0,28,[],[],0
639045970,ianninja10,ianninja10,24687283,jorbs,jorbs,2021-02-07T21:46:22Z,0,17,[],[],0
647411701,the15jd,the15jd,24687283,jorbs,jorbs,2021-02-07T21:46:00Z,0,32,[],[],0
647408127,matigofer123456,matigofer123456,24687283,jorbs,jorbs,2021-02-07T21:33:46Z,0,20,[],[],0
43744489,narcilus,narcilus,24687283,jorbs,jorbs,2021-02-07T21:17:34Z,1,21,"['BabaYetu_', 'dogdog', 'SaphirexX', 'Baalorlord']","['BabaYetu_', 'Baalorlord', 'dogdog']",3
647401814,kingsharkoo,kingsharkoo,24687283,jorbs,jorbs,2021-02-07T21:16:10Z,1,83,"['dakotaz', 'DumbDog']","['Dyrus', 'DumbDog', 'dakotaz']",3
647079183,ahmed_moussa2508,ahmed_moussa2508,24687283,jorbs,jorbs,2021-02-07T21:05:20Z,1,18,['DumbDog'],['DumbDog'],1
647393475,aventadorsvjroadster,aventadorsvjroadster,24687283,jorbs,jorbs,2021-02-07T20:57:02Z,0,5,[],[],0
647387489,guccicameronc69,guccicameronc69,24687283,jorbs,jorbs,2021-02-07T20:45:46Z,1,56,"['itsHafu', 'dakotaz', 'DumbDog']","['itsHafu', 'DumbDog', 'dakotaz']",3
206449583,hoodletv,HOODLETV,24687283,jorbs,jorbs,2021-02-07T20:44:15Z,1,208,['DansGaming'],[],0
480758285,danisdigital,danisdigital,24687283,jorbs,jorbs,2021-02-07T20:43:39Z,1,72,"['sips_', 'AdmiralBahroo']","['AdmiralBahroo', 'sips_']",2
647385925,mamamorainbow,mamamorainbow,24687283,jorbs,jorbs,2021-02-07T20:36:32Z,0,39,[],"['Riot Games', 'imaqtpie', 'LCS']",3
157025922,komiker56,komiker56,24687283,jorbs,jorbs,2021-02-07T20:36:05Z,1,7,"['sneakyteak', 'moneymoneyloot', 'Baalorlord', 'jrm1ah']",['Baalorlord'],1
63007325,badburd,BadBurd,24687283,jorbs,jorbs,2021-02-07T18:50:33Z,1,103,"['GhettoThunder', 'GeoRacer', 'Disnof', 'AdmiralBahroo']","['DumbDog', 'AdmiralBahroo', 'Disnof']",3
39727465,denningk,denningk,24687283,jorbs,jorbs,2021-02-07T18:18:39Z,1,141,"['Draskyl', 'AdmiralBahroo']","['LEC', 'Aphromoo', 'AdmiralBahroo', 'LCK', 'LCS', 'MonteCristo', 'imaqtpie', 'TastelessTV', 'Riot Games', 'Draskyl']",10
126355591,freddschultz,FreddSchultz,24687283,jorbs,jorbs,2021-02-07T18:15:23Z,1,39,"['SLEEPCYCLES', 'DumbDog', 'Wolfabelle', 'itsHafu']","['itsHafu', 'SLEEPCYCLES', 'Doublelift', 'LCK', 'DumbDog', 'Wolfabelle', 'Riot Games', 'Scarra']",8
54643201,washeranddwyer,WasherAndDwyer,24687283,jorbs,jorbs,2021-02-07T18:01:34Z,1,79,['AdmiralBahroo'],"['Badger', 'LEC', 'Aphromoo', 'AdmiralBahroo', 'Doublelift', 'LCS', 'Dyrus', 'imaqtpie', 'Riot Games', 'Becca']",10
26074607,cryogos,Cryogos,24687283,jorbs,jorbs,2021-02-07T17:07:42Z,1,38,['DansGaming'],[],0
208889076,lktiley,lktiley,24687283,jorbs,jorbs,2021-02-07T16:08:46Z,1,33,"['aliensrock', 'freyzplayz', '5uppp']","['5uppp', 'Amaz', 'TaliaMar', 'freyzplayz']",4
647250674,manchildsts,manchildsts,24687283,jorbs,jorbs,2021-02-07T15:07:03Z,1,4,['TerrenceMHS'],['Baalorlord'],1
108309924,iamfjt,iamfjt,24687283,jorbs,jorbs,2021-02-07T13:16:00Z,1,25,"['dogdog', 'Savjz', 'Quin69', 'dakotaz', 'AdmiralBahroo']","['Quin69', 'dogdog', 'nl_Kripp', 'AdmiralBahroo', 'dakotaz', 'superjj102']",6
117628335,vesperstarr,vesperstarr,24687283,jorbs,jorbs,2021-02-07T13:11:13Z,1,86,"['Pathra', 'Alliestrasza', 'Fitzyhere', 'TidesofTime']","['nl_Kripp', 'Pathra', 'Fitzyhere', 'Alliestrasza', 'TidesofTime']",5
61534959,specter27,Specter27,24687283,jorbs,jorbs,2021-02-07T12:49:14Z,0,24,[],[],0
47369885,levtrinxii,LevTrinXII,24687283,jorbs,jorbs,2021-02-07T12:40:42Z,1,75,"['LeagueofGeeks', 'ExtraCredits', 'DansGaming']","['Amaz', 'LEC']",2
67611890,pschbb12,피에쓰씨,24687283,jorbs,jorbs,2021-02-07T10:49:10Z,0,4,[],[],0
96021665,ovoshman,Ovoshman,24687283,jorbs,jorbs,2021-02-07T10:18:23Z,1,20,"['jesuisBuzz', 'fauxintel']",[],0
119035257,tempusvenator,tempusvenator,24687283,jorbs,jorbs,2021-02-07T09:00:13Z,0,49,[],[],0
451382072,sirdilbet,SirDilbet,24687283,jorbs,jorbs,2021-02-07T07:56:16Z,1,9,['aliensrock'],[],0
232241663,graphicviolins,graphicviolins,24687283,jorbs,jorbs,2021-02-07T07:43:38Z,1,15,"['AsmodaiTV', 'Savjz', 'dogdog']","['AsmodaiTV', 'dogdog']",2
609135433,beeeses,beeeses,24687283,jorbs,jorbs,2021-02-07T06:51:54Z,0,12,[],[],0
